Nitrogen(mg/kg),Phosphorus(mg/kg),Potassium(mg/kg),Soil_Type,Crop_Type,pH,Electrical_Conductivity,Soil_Moisture,Soil_Temperture,N_Status,P_Status,K_Status,Primary_Fertilizer,Secondary_Fertilizer,pH_Amendment
96.1,9.04,136.3,Red,Chickpea,5.27,169.66,24.49,32.91,0,18.96,0,DAP (Di-Ammonium Phosphate),Sodium Molybdate,Agricultural Lime
89.24,8.21,158.73,Clayey,Ragi,6.93,622.84,21.35,26.15,60.76,1.79,0,DAP (Di-Ammonium Phosphate),Boric Acid + Zinc Sulphate,Balance Maintain
122.27,2.34,108.2,Alkaline,Jowar,8.65,2498.42,20.25,27.13,0,3.66,21.8,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Borax + Copper Sulphate,Ferrous Sulphate
88.22,2.52,44.25,Alkaline,Jowar,8.68,1443.95,20.41,23.53,1.78,3.48,85.75,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate,Aluminium Sulphate
160.97,7.74,92.39,Clayey,Barley,6.85,1075.55,28.39,26.94,0,2.26,57.61,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Boric Acid + Copper Sulphate,Balance Maintain
47.42,14.79,80.93,Alluvial,Sugarcane,5.99,362.93,21.91,20.98,62.58,0,71.07,Urea + MOP (Muriate of Potash),Boric Acid + Copper Sulphate,Agricultural Lime
117.4,9.27,82.87,Laterite,Onion,6.38,807.4,24.46,34.52,3.6,0,6.13,Urea + MOP (Muriate of Potash),Ammonium Molybdate + Zinc Sulphate,Balance Maintain
238.98,71.06,269.6,Arid,Groundnut,7.79,706.87,16.42,33.27,0,0,0,Balanced NPK (14-14-14),Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Elemental Sulphur
95.31,7.7,126.5,Alkaline,Onion,9.08,1355.04,13.01,27.87,0,0,3.5,MOP (Muriate of Potash),Boric Acid + Ferrous Sulphate + Zinc Sulphate,Elemental Sulphur
193.12,50.76,275.46,Arid,Sugarcane,7.66,386.22,11.83,22.21,0,0,0,Balanced NPK (14-14-14),Borax + Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ammonium Sulphate
169.43,7.07,120.62,Alluvial,Moong,7.49,680.99,22.96,27.73,0,0.53,31.38,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Boric Acid + Ferrous Sulphate,Balance Maintain
134.51,10.72,88.35,Laterite,Groundnut,5.77,828.9,34.73,22.14,0,0,0.65,Potassium Carbonate,Manganese Sulphate + Zinc Sulphate,Quicklime
131.85,19.61,148.98,Clayey,Sugarcane,6.71,1381.04,20.2,22.57,18.15,0,1.02,Urea + MOP (Muriate of Potash),Copper Sulphate + Manganese Sulphate,Balance Maintain
81.08,7.71,139.73,Alluvial,Maize,6.47,757.04,20.26,25.95,28.92,0,12.27,Urea + MOP (Muriate of Potash),Ferrous Sulphate + Zinc Sulphate,Balance Maintain
228.09,48.01,136.85,Clayey,Sugarcane,8.29,262.74,32.73,27.89,0,0,13.15,Potassium Nitrate,Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ferrous Sulphate
103.8,6.14,91.87,Arid,Barley,8.28,1677.07,15.71,36.43,29.2,0,22.13,Urea + MOP (Muriate of Potash),Copper Sulphate + Manganese Sulphate,Ferrous Sulphate
144.64,5.97,212.07,Alluvial,Cotton,6.58,1298.06,26.95,28.24,0,1.63,0,Rock Phosphate,Copper Sulphate + Manganese Sulphate,Balance Maintain
91.22,5.92,125.66,Black,Rice,6.87,1014.52,39.52,24.72,23.78,2.08,21.34,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ferrous Sulphate + Zinc Sulphate,Balance Maintain
153.86,4.62,113.17,Arid,Jowar,8.86,2277.39,8.43,39.93,0,1.38,0.83,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Borax + Ferrous Sulphate + Zinc Sulphate,Elemental Sulphur
136.84,9.14,92.2,Laterite,Ragi,6.25,623.85,16.44,20.46,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate,Balance Maintain
83.05,2,145.57,Alkaline,Sugarcane,8.76,1453.57,15.19,25.94,6.95,4,0,DAP (Di-Ammonium Phosphate),Borax + Ammonium Molybdate,Aluminium Sulphate
106.42,74.68,227.31,Clayey,Wheat,8.59,463.17,34.51,24.81,43.58,0,0,Ammonium Chloride,Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ferrous Sulphate
132.5,2.08,107.66,Alkaline,Ragi,8.82,1791.43,13.16,29.97,0,3.92,22.34,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Boric Acid + Ferrous Sulphate + Zinc Sulphate,Ferrous Sulphate
187.93,7.86,127.74,Arid,Onion,7.73,1645.71,12.38,26.45,0,0,0,Balanced NPK (14-14-14),Borax + Ferrous Sulphate + Zinc Sulphate,Gypsum
64.53,8.69,75.92,Alluvial,Wheat,7.18,257.53,20.78,23.48,45.47,0,76.08,Urea + MOP (Muriate of Potash),Copper Sulphate + Zinc Sulphate,Balance Maintain
141.3,66.27,171.54,Alluvial,Sugarcane,8.57,664.08,20.22,31.58,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Gypsum
121.37,2.27,104.68,Arid,Groundnut,7.16,1614.38,17.43,29.76,11.63,3.73,9.32,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Borax + Manganese Sulphate,Balance Maintain
144.56,3.99,66.62,Laterite,Rice,6.21,1128.71,24.49,32.66,0,5.01,22.38,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ferrous Sulphate + Sodium Molybdate,Balance Maintain
193.66,74.73,145.29,Red,Moong,8.41,267.15,19.05,18.91,0,0,0,Balanced NPK (14-14-14),Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Gypsum
123.01,7.75,132.03,Alkaline,Garlic,8.79,1658.83,14.74,28.12,0,0,0,Balanced NPK (14-14-14),Boric Acid + Ferrous Sulphate + Zinc Sulphate,Elemental Sulphur
154.26,10.25,115.65,Laterite,Groundnut,4.84,1463.86,17.79,20.45,0,0,0,Balanced NPK (14-14-14),Boric Acid + Sodium Molybdate,Hydrated Lime
68.98,40.41,85.32,Red,Groundnut,6.45,615.58,29.55,19.5,3.02,0,38.68,Urea + MOP (Muriate of Potash),Borax + Ammonium Molybdate,Balance Maintain
58.53,49.44,116.91,Red,Cotton,6.29,1134.92,29.17,28.93,13.47,0,7.09,Urea + MOP (Muriate of Potash),Copper Sulphate + Zinc Sulphate,Balance Maintain
81.78,13.3,97.06,Red,Jowar,6.24,60.64,28.96,29.03,0,14.7,26.94,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Copper Sulphate + Zinc Sulphate,Balance Maintain
138.99,5.12,106.85,Laterite,Onion,5.56,1340.4,28.02,21.6,0,3.88,0,Rock Phosphate,Manganese Sulphate + Sodium Molybdate,Dolomitic Lime
143.17,6.83,167.53,Alluvial,Garlic,7.07,935.46,24.87,22.58,0,0.77,0,SSP (Single Super Phosphate),Ferrous Sulphate + Sodium Molybdate,Balance Maintain
79.68,39.73,145.2,Red,Maize,6.49,1071.56,21.53,31.09,0,0,0,Balanced NPK (14-14-14),Boric Acid + Zinc Sulphate,Balance Maintain
155.42,5.89,92.49,Clayey,Maize,5.84,661.01,28.97,21.33,0,4.11,57.51,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Boric Acid + Sodium Molybdate,Wood Ash
177.36,4.34,72.95,Laterite,Wheat,6.07,710.97,28.36,29.29,0,4.66,16.05,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Copper Sulphate + Sodium Molybdate,Balance Maintain
35.78,5.52,154.7,Alluvial,Jowar,6.95,690.98,23.8,23.32,74.22,2.08,0,DAP (Di-Ammonium Phosphate),Borax + Ferrous Sulphate,Balance Maintain
149.1,15.78,67.92,Clayey,Groundnut,7.43,1095.79,35.3,29.38,0.9,0,82.08,Urea + MOP (Muriate of Potash),Manganese Sulphate + Sodium Molybdate,Balance Maintain
66.54,32.39,116.97,Red,Cotton,6.42,890.9,18.85,22.56,5.46,0,7.03,Urea + MOP (Muriate of Potash),Ferrous Sulphate + Sodium Molybdate,Balance Maintain
228.48,61.57,168.49,Red,Maize,7.91,566.2,25.74,22.36,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ferrous Sulphate
95.08,3.64,106.32,Arid,Maize,8.22,1064.24,7.72,31.45,37.92,2.36,7.68,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Boric Acid + Ferrous Sulphate + Zinc Sulphate,Gypsum
59.01,31.58,64.74,Red,Maize,6.38,894.7,27.09,26.8,12.99,0,59.26,Urea + MOP (Muriate of Potash),Ferrous Sulphate + Zinc Sulphate,Balance Maintain
155.04,6.3,99.31,Arid,Moong,8.05,1744.48,17.29,37.92,0,0,14.69,Potassium Nitrate,Ferrous Sulphate + Manganese Sulphate,Ammonium Sulphate
90.78,5.88,85.15,Black,Ragi,7.7,564.16,35.61,23.85,24.22,2.12,61.85,Balanced NPK (14-14-14),Borax + Ferrous Sulphate,Ferrous Sulphate
105.35,5.29,156.67,Arid,Jowar,7.73,1625.55,14.36,30.13,27.65,0.71,0,DAP (Di-Ammonium Phosphate),Borax + Ferrous Sulphate + Zinc Sulphate,Ammonium Sulphate
77.89,10.12,105.92,Laterite,Wheat,6.17,849.97,15.47,29.63,43.11,0,0,Ammonium Sulphate,Manganese Sulphate + Sodium Molybdate,Balance Maintain
74.67,5.02,79.09,Arid,Groundnut,6.52,258.07,12.45,39.78,58.33,0.98,34.91,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Calcium Chloride + Ferrous Sulphate,Balance Maintain
86.49,6.99,99.88,Alkaline,Soybean,7.93,724.32,20.76,31.08,3.51,0,30.12,Urea + MOP (Muriate of Potash),Manganese Sulphate + Ammonium Molybdate,Gypsum
98.17,4.72,66.7,Alkaline,Jowar,8.73,1138.6,15.32,21.11,0,1.28,63.3,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ferrous Sulphate + Manganese Sulphate,Ferrous Sulphate
26.76,12.4,63.37,Alkaline,Maize,6.3,239,23.2,30.41,63.24,0,66.63,Urea + MOP (Muriate of Potash),Manganese Sulphate + Sodium Molybdate,Balance Maintain
90.46,2,163.5,Black,Maize,7.49,573.4,39.88,29.27,24.54,6,0,DAP (Di-Ammonium Phosphate),Boric Acid + Ferrous Sulphate,Balance Maintain
199.74,7.01,89.89,Arid,Chickpea,7.98,1751.25,7.63,34.42,0,0,24.11,Potassium Carbonate,Borax + Ferrous Sulphate + Zinc Sulphate,Elemental Sulphur
112.51,8.11,87.53,Alluvial,Sugarcane,6.46,583.06,30.85,22.87,0,0,64.47,Potassium Nitrate,Copper Sulphate + Zinc Sulphate,Balance Maintain
199.11,12.44,100.85,Clayey,Onion,6.37,1227.54,30.42,26.73,0,0,49.15,Potassium Carbonate,Manganese Sulphate + Ammonium Molybdate,Balance Maintain
95.53,3.66,122.61,Red,Rice,5.22,323.71,25.63,18.58,0,24.34,1.39,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Copper Sulphate + Ammonium Molybdate,Hydrated Lime
142.1,54.41,119.28,Red,Groundnut,7.9,762.17,23.31,22.89,0,0,4.72,SOP (Sulphate of Potash),Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Elemental Sulphur
138.65,3.35,40.37,Arid,Onion,8.16,2500,18.79,30.95,0,2.65,73.63,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ammonium Molybdate + Zinc Sulphate,Ferrous Sulphate
112.7,7.3,193.91,Alluvial,Moong,6.38,864.17,31.43,22.27,0,0.3,0,MAP (Mono-Ammonium Phosphate),Ammonium Molybdate + Zinc Sulphate,Balance Maintain
120.62,7.07,117.54,Alluvial,Cotton,6.71,584.37,23.88,31.66,0,0.53,34.46,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ammonium Molybdate + Zinc Sulphate,Balance Maintain
145.83,9.04,150.86,Alluvial,Onion,6.83,1133.65,20.97,25.04,0,0,1.14,Potassium Nitrate,Boric Acid + Ferrous Sulphate,Balance Maintain
134.24,4.59,133.54,Black,Cotton,6.76,849.52,20.52,21.89,0,3.41,13.46,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Boric Acid + Zinc Sulphate,Balance Maintain
73.22,33.93,121.38,Red,Wheat,6.39,917.41,21.59,19.69,0,0,2.62,SOP (Sulphate of Potash),Manganese Sulphate + Zinc Sulphate,Balance Maintain
44.81,3.92,179.36,Alluvial,Jowar,7.11,1092.5,20.58,18.86,65.19,3.68,0,DAP (Di-Ammonium Phosphate),Boric Acid + Manganese Sulphate,Balance Maintain
65.98,2.76,139.49,Alkaline,Wheat,6.95,70.22,20.43,35.74,24.02,3.24,0,DAP (Di-Ammonium Phosphate),Boric Acid + Ferrous Sulphate,Balance Maintain
122.76,44.86,166.72,Red,Onion,7.84,260.63,25.38,19,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ferrous Sulphate
115.3,7.61,171.92,Alluvial,Mustard,6.98,1027.89,26.96,23.97,0,0,0,Balanced NPK (14-14-14),Sodium Molybdate + Zinc Sulphate,Balance Maintain
63.77,3.63,137.09,Black,Sugarcane,6.53,413.47,36.55,30.27,51.23,4.37,9.91,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ferrous Sulphate + Ammonium Molybdate,Balance Maintain
90.98,2,127.09,Alluvial,Moong,6.66,445.06,18.21,21.38,19.02,5.6,24.91,Balanced NPK (14-14-14),Manganese Sulphate + Zinc Sulphate,Balance Maintain
75.96,27.83,145.55,Red,Maize,6.25,637.27,21.82,31.51,0,0.17,0,SSP (Single Super Phosphate),Manganese Sulphate + Ammonium Molybdate,Balance Maintain
71.41,17.55,107.51,Red,Garlic,5.85,853.3,20.64,24.31,0.59,10.45,16.49,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Manganese Sulphate + Ammonium Molybdate,Agricultural Lime
108.97,44.48,116.21,Red,Chickpea,5.93,1180.77,25.32,25,0,0,7.79,SOP (Sulphate of Potash),Boric Acid + Ferrous Sulphate,Dolomitic Lime
138.39,6.44,242.14,Black,Maize,6.76,1100.37,32.73,28.6,0,1.56,0,SSP (Single Super Phosphate),Ferrous Sulphate + Manganese Sulphate,Balance Maintain
78.46,28.36,95.97,Red,Garlic,6.38,717.02,22.68,28.88,0,0,28.03,MOP (Muriate of Potash),Copper Sulphate + Sodium Molybdate,Balance Maintain
133.56,10.74,89.38,Clayey,Sugarcane,6.11,1224.11,33.23,20.59,16.44,0,60.62,Urea + MOP (Muriate of Potash),Borax + Zinc Sulphate,Balance Maintain
115.74,66.41,268.16,Arid,Chickpea,7.77,359.03,5.31,23.48,17.26,0,0,Ammonium Nitrate,Boric Acid + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Aluminium Sulphate
92.34,9.94,204.82,Black,Barley,6.5,764.34,22.43,28.61,22.66,0,0,Ammonium Chloride,Copper Sulphate + Manganese Sulphate,Balance Maintain
203.02,61.21,109.23,Clayey,Cotton,8.37,781.09,35.97,22.1,0,0,40.77,Potassium-Magnesium Sulphate,Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ferrous Sulphate
111.88,8.42,221.7,Alluvial,Groundnut,6.7,929.19,20.18,22.74,0,0,0,Balanced NPK (14-14-14),Calcium Chloride + Zinc Sulphate,Balance Maintain
175.79,3.49,46.75,Arid,Cotton,8.82,1003.56,19.15,26.33,0,2.51,67.25,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Manganese Sulphate + Ammonium Molybdate,Elemental Sulphur
112.97,8,97.21,Laterite,Soybean,6.33,1132.33,32.23,32.7,8.03,1,0,DAP (Di-Ammonium Phosphate),Manganese Sulphate + Zinc Sulphate,Balance Maintain
94.88,7.47,159.46,Black,Maize,6.9,1333.98,36.84,30.2,20.12,0.53,0,DAP (Di-Ammonium Phosphate),Boric Acid + Zinc Sulphate,Balance Maintain
137.87,11.76,154.98,Black,Cotton,6.48,1007.92,36.36,22.99,0,0,0,Balanced NPK (14-14-14),Ammonium Molybdate + Zinc Sulphate,Balance Maintain
107.01,8.97,114.73,Arid,Moong,8.12,2266,13.86,31.15,25.99,0,0,Urea,Borax + Ferrous Sulphate + Zinc Sulphate,Aluminium Sulphate
84.22,8.28,152.02,Red,Bajra,6.35,1248.23,17.4,25.38,0,19.72,0,MAP (Mono-Ammonium Phosphate),Ferrous Sulphate + Zinc Sulphate,Balance Maintain
180.29,9.16,111.73,Clayey,Ragi,6.27,1058.92,31.1,28.26,0,0.84,38.27,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Copper Sulphate + Ferrous Sulphate,Balance Maintain
85.28,7.07,154.92,Arid,Bajra,7.76,1439.69,16.41,22.64,47.72,0,0,Ammonium Sulphate,Copper Sulphate + Ferrous Sulphate,Elemental Sulphur
150.66,6.86,179.17,Clayey,Wheat,6.45,1013.27,26.54,20.08,0,3.14,0,SSP (Single Super Phosphate),Copper Sulphate + Zinc Sulphate,Balance Maintain
182.51,8.51,227.71,Clayey,Onion,6.34,960.66,27.83,23.78,0,1.49,0,SSP (Single Super Phosphate),Copper Sulphate + Manganese Sulphate,Balance Maintain
140.78,2.96,209.57,Alluvial,Garlic,6.28,1413.97,28.92,18.91,0,4.64,0,MAP (Mono-Ammonium Phosphate),Manganese Sulphate + Zinc Sulphate,Balance Maintain
105.31,50.47,200.69,Red,Ragi,6.68,1176.5,19.05,31.2,0,0,0,Balanced NPK (14-14-14),Ferrous Sulphate + Zinc Sulphate,Balance Maintain
106,4.04,129.87,Alkaline,Jowar,8.43,1468.85,21.77,31.32,0,1.96,0.13,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Boric Acid + Zinc Sulphate,Ammonium Sulphate
73.91,44.55,81.53,Red,Barley,6.12,706.46,16.33,21.53,0,0,42.47,SOP (Sulphate of Potash),Boric Acid + Zinc Sulphate,Balance Maintain
50.6,12.84,174.82,Black,Moong,6.59,1400.6,32.72,31,64.4,0,0,Ammonium Sulphate,Manganese Sulphate + Zinc Sulphate,Balance Maintain
123.96,3.7,101.27,Arid,Onion,8.44,2348.06,7.77,28.52,9.04,2.3,12.73,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Boric Acid + Ferrous Sulphate + Zinc Sulphate,Ammonium Sulphate
22.62,2.31,123.17,Black,Garlic,5.84,145.57,30.36,24.18,92.38,5.69,23.83,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Boric Acid + Zinc Sulphate,Wood Ash
105.33,39.57,116.75,Red,Onion,6.05,1008.48,27.04,25.33,0,0,7.25,MOP (Muriate of Potash),Copper Sulphate + Manganese Sulphate,Balance Maintain
121.36,43.22,260.15,Red,Chickpea,8.08,497.88,21.55,29.67,0,0,0,Balanced NPK (14-14-14),Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Gypsum
90.13,9.03,106.47,Alluvial,Soybean,6.62,983.86,34.26,18.97,19.87,0,45.53,Urea + MOP (Muriate of Potash),Manganese Sulphate + Ammonium Molybdate,Balance Maintain
150.49,7.3,142.71,Alluvial,Jowar,6.15,601.55,33.41,21.49,0,0.3,9.29,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ferrous Sulphate + Zinc Sulphate,Balance Maintain
221.5,57.99,270.88,Arid,Chickpea,7.87,239.22,12.31,22.61,0,0,0,Balanced NPK (14-14-14),Borax + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Gypsum
118.51,4.38,69.26,Black,Garlic,6.59,966.71,31.2,33.12,0,3.62,77.74,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Copper Sulphate + Sodium Molybdate,Balance Maintain
124.17,8.61,72.87,Laterite,Bajra,6.35,651.82,34.63,23.85,0,0.39,16.13,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ferrous Sulphate + Zinc Sulphate,Balance Maintain
131.7,62.61,202.07,Alkaline,Onion,8.25,783.2,19.13,25.59,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Elemental Sulphur
56.13,18.93,131.46,Red,Onion,6.66,625.73,27.9,29.57,15.87,9.07,0,DAP (Di-Ammonium Phosphate),Ammonium Molybdate + Zinc Sulphate,Balance Maintain
117.13,8.56,130.81,Black,Onion,6.67,923.26,29.17,26.79,0,0,16.19,Potassium-Magnesium Sulphate,Copper Sulphate + Manganese Sulphate,Balance Maintain
251.31,74,247.18,Black,Barley,7.77,477.38,28.24,29.11,0,0,0,Balanced NPK (14-14-14),Ferrous Sulphate + Manganese Sulphate,Aluminium Sulphate
104.64,6.18,161.79,Arid,Moong,8.02,1208.74,16.79,25.62,28.36,0,0,Ammonium Chloride,Borax + Ferrous Sulphate,Ammonium Sulphate
70.73,20.06,105.01,Red,Chickpea,6.66,692.54,22.79,21.28,1.27,7.94,18.99,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Manganese Sulphate + Zinc Sulphate,Balance Maintain
102.56,9.64,161,Black,Onion,6.99,883.52,38.18,27.54,12.44,0,0,Ammonium Nitrate,Ferrous Sulphate + Sodium Molybdate,Balance Maintain
30.55,10.54,122.21,Clayey,Soybean,6.24,183.15,35.51,31.5,119.45,0,27.79,Urea + MOP (Muriate of Potash),Manganese Sulphate + Zinc Sulphate,Balance Maintain
103.64,6.27,64.81,Arid,Cotton,8.37,1199.34,13.66,33.42,29.36,0,49.19,Urea + MOP (Muriate of Potash),Boric Acid + Ferrous Sulphate + Zinc Sulphate,Gypsum
104.76,13.61,90.81,Laterite,Chickpea,6.34,1030.88,30.87,24.75,16.24,0,0,Ammonium Sulphate,Boric Acid + Manganese Sulphate,Balance Maintain
90.28,7.79,78.22,Laterite,Cotton,5.62,1014.37,23.81,29.23,30.72,1.21,10.78,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Copper Sulphate + Zinc Sulphate,Dolomitic Lime
133.97,9.39,111.28,Arid,Barley,8.18,1021.92,18.23,29.69,0,0,2.72,SOP (Sulphate of Potash),Borax + Copper Sulphate,Elemental Sulphur
136.55,13.27,158.14,Laterite,Barley,6.23,987.97,16.59,30.97,0,0,0,Balanced NPK (14-14-14),Borax + Manganese Sulphate,Balance Maintain
133.29,7.94,93.5,Laterite,Bajra,6.53,628.23,24.42,32.32,0,1.06,0,TSP (Triple Super Phosphate),Copper Sulphate + Manganese Sulphate,Balance Maintain
157.25,59.77,282.21,Clayey,Soybean,8.06,401.12,23.48,27.97,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ammonium Sulphate
147.62,5.88,133.27,Alluvial,Bajra,6.23,312.88,30.73,27.12,0,1.72,18.73,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Manganese Sulphate + Zinc Sulphate,Balance Maintain
59.89,11.38,147.3,Alluvial,Wheat,6.99,809.11,20.15,27.47,50.11,0,4.7,Urea + MOP (Muriate of Potash),Boric Acid + Sodium Molybdate,Balance Maintain
156.1,14.78,99.54,Clayey,Garlic,6.34,1041.55,36.74,21.91,0,0,50.46,Potassium Carbonate,Copper Sulphate + Sodium Molybdate,Balance Maintain
211.06,60.51,167.17,Alkaline,Ragi,8.24,327.59,10.5,24.86,0,0,0,Balanced NPK (14-14-14),Borax + Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ferrous Sulphate
153.5,6.43,125.99,Arid,Soybean,8.2,1785.62,8.9,38.33,0,0,0,Balanced NPK (14-14-14),Borax + Ferrous Sulphate + Zinc Sulphate,Ammonium Sulphate
146.62,9.64,238.63,Alluvial,Sugarcane,6.45,566.11,25.83,30.1,0,0,0,Balanced NPK (14-14-14),Borax + Copper Sulphate,Balance Maintain
160.86,79.07,124.36,Black,Sugarcane,8.15,453.53,20.84,30.36,0,0,22.64,Potassium Carbonate,Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ferrous Sulphate
67.21,32.72,107.81,Red,Rice,6.5,952.91,27.07,18.29,4.79,0,16.19,Urea + MOP (Muriate of Potash),Copper Sulphate + Zinc Sulphate,Balance Maintain
92.67,5.96,122.94,Red,Garlic,7.41,148.53,28.09,19.8,0,22.04,1.06,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Sodium Molybdate + Zinc Sulphate,Balance Maintain
78.85,32.11,192.38,Red,Soybean,6.11,805.68,15.19,25.5,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Zinc Sulphate,Balance Maintain
186,3.53,102.58,Clayey,Garlic,6.07,1156.58,37.85,20.59,0,6.47,47.42,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ferrous Sulphate + Manganese Sulphate,Balance Maintain
226.98,9.58,142.4,Clayey,Groundnut,6.53,1213.71,21.27,29.64,0,0.42,7.6,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Boric Acid + Sodium Molybdate,Balance Maintain
118.39,43.75,300.12,Arid,Maize,8.2,601.52,17.44,37.82,14.61,0,0,UAN (Urea Ammonium Nitrate),Copper Sulphate + Ammonium Molybdate,Ferrous Sulphate
131.56,15.77,69.46,Alluvial,Garlic,6.22,1153.77,28.23,30.5,0,0,82.54,Potassium-Magnesium Sulphate,Boric Acid + Manganese Sulphate,Balance Maintain
102.86,14.74,97.91,Black,Garlic,7.49,1372.39,34.05,23.32,12.14,0,49.09,Urea + MOP (Muriate of Potash),Manganese Sulphate + Sodium Molybdate,Balance Maintain
116.68,55.38,207.29,Clayey,Soybean,8.11,591.33,39.01,26.41,33.32,0,0,Ammonium Nitrate,Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ammonium Sulphate
181,65.36,115.61,Clayey,Cotton,8.34,352.63,27.24,24.61,0,0,34.39,MOP (Muriate of Potash),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ammonium Sulphate
122.4,51.07,313.74,Alkaline,Bajra,7.65,398.81,17.23,23.14,0,0,0,Balanced NPK (14-14-14),Ferrous Sulphate + Manganese Sulphate,Ammonium Sulphate
60.34,9.91,155.76,Alluvial,Chickpea,5.92,725.79,31.64,26.01,49.66,0,0,UAN (Urea Ammonium Nitrate),Ferrous Sulphate + Manganese Sulphate,Wood Ash
146.96,77.27,187.34,Arid,Chickpea,8.11,252.26,14.26,24.05,0,0,0,Balanced NPK (14-14-14),Borax + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ammonium Sulphate
102.99,6.25,40.05,Arid,Moong,7.99,1984.27,15.53,39.87,30.01,0,73.95,Urea + MOP (Muriate of Potash),Ferrous Sulphate + Zinc Sulphate,Aluminium Sulphate
101.23,5.91,86.24,Black,Mustard,6.26,1124.46,34.28,28.51,13.77,2.09,60.76,Balanced NPK (14-14-14),Borax + Ammonium Molybdate,Balance Maintain
231.81,78.2,280.66,Alluvial,Ragi,7.91,200.94,28.82,18.72,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Elemental Sulphur
25.95,9.85,108.66,Laterite,Chickpea,5.64,90.07,22.68,26.84,95.05,0,0,Ammonium Sulphate,Boric Acid + Ferrous Sulphate,Wood Ash
