Temperature,Humidity,Moisture,Soil_Type,Crop,Nitrogen,Phosphorus,Potassium,pH,EC(mmhos/cm2),N_Status,P_Status,K_Status,Primary_Fertilizer,Secondary_Fertilizer,pH_Amendment
21,82,64,Alkaline soil,groundnut,42,64,114,6.971534247,0.71,Optimal,High,High,Balanced NPK (maintenance),Zinc Sulphate + Borax mixture,Lime
19.8,77,76,Alluvial,rice,23,46,41,6.971534247,0.57,Low,Optimal,Low,Diammonium Phosphate (DAP),Gypsum + Borax mixture,Compost (Coffee prefers slightly acidic)
36.2,86,35,Red,mustard,92,46,102,6.971534247,1.22,High,Optimal,High,Triple Super Phosphate (TSP),Rhizobium Biofertilizer + Zinc Sulphate mixture,None
25.9,63,42,Black,groundnut,118,73,79,6.971534247,1.08,High,High,Optimal,Urea,Zinc Sulphate + Manganese Sulphate mixture,Wood ash + Biochar
24,40,40,Laterite,garlic,107,73,115,8.29,1.29,High,High,High,Avoid Potash,Rhizobium Biofertilizer + Zinc Sulphate mixture,Sulphur
12.6,57,56,Laterite,moong,108,88,79,6.971534247,0.52,High,High,Optimal,Calcium Ammonium Nitrate (CAN),Ferrous Sulphate + Manganese Sulphate mixture,Sulphur (Tea prefers acidic)
18.9,59,84,Alluvial,moong,101,48,62,6.971534247,1.28,High,Optimal,Optimal,Single Super Phosphate (SSP),Ferrous Sulphate + Manganese Sulphate mixture,None
24.8,94,50,Arid,mustard,20,66,71,6.971534247,0.56,Low,High,Optimal,Balanced NPK (maintenance),Borax + Zinc Sulphate mixture,Gypsum + Organic matter
20.3,51,52,Clayey,groundnut,96,7,16,6.971534247,1.23,High,Low,Low,Avoid Potash,Ferrous Sulphate,None
16.8,68,28,Alkaline soil,barley,97,64,115,6.94,1.86,High,High,High,Sulphate of Potash (SOP),Borax + Ammonium Molybdate mixture,Gypsum
35.3,48,93,Black,maize,105,58,16,6.971534247,0.58,High,High,Low,Avoid N,Magnesium Sulphate + Zinc Sulphate mixture,None
30.7,32,93,Black,maize,111,88,123,6.971534247,1.21,High,High,High,Avoid Potash,Borax + Zinc Sulphate mixture,None
23.3,93,69,Laterite,maize,30,101,108,6.971534247,0.63,Low,High,High,Avoid Potash,Zinc Sulphate + Manganese Sulphate mixture,None
32.6,85,49,Laterite,bajra,107,31,103,6.971534247,1.29,High,Optimal,High,Split N doses,Ferrous Sulphate,Gypsum
15,67,72,Red,sugarcane,126,49,32,6.971534247,1.26,High,Optimal,Low,Ammonium Chloride,Manganese Sulphate,Compost (Coffee prefers slightly acidic)
24.4,78,90,Alluvial,maize,34,85,92,6.971534247,0.74,Optimal,High,High,Stop P,Ferrous Sulphate,Compost (Coffee prefers slightly acidic)
23.6,57,29,Arid,onion,14,85,115,6.971534247,0.69,Low,High,High,Single Super Phosphate (SSP),Borax + Zinc Sulphate mixture,Lime
22,88,65,Red,moong,105,52,112,6.971534247,1.44,High,Optimal,High,Rock Phosphate,Ferrous Sulphate,Sulphur (Tea prefers acidic)
16.3,48,32,Black,sugarcane,85,66,9,6.971534247,0.94,Optimal,High,Low,Ammonium Chloride,Ammonium Molybdate + Zinc Sulphate mixture,Compost (Coffee prefers slightly acidic)
33.6,55,65,Alkaline soil,barley,49,50,14,9.09,3.71,Optimal,Optimal,Low,Balanced NPK (maintenance),Magnesium Sulphate + Zinc Sulphate mixture,Gypsum
15.4,71,64,Laterite,wheat,23,89,53,6.971534247,1.26,Low,High,Optimal,Sulphate of Potash (SOP),Ferrous Sulphate,None
34.4,41,67,Laterite,maize,48,3,117,6.971534247,1.11,Optimal,Low,High,Stop K,Magnesium Sulphate + Zinc Sulphate mixture,Wood ash + Biochar
26,93,43,Black,garlic,126,24,44,6.971534247,0.86,High,Low,Optimal,Monoammonium Phosphate (MAP),Magnesium Sulphate,Wood ash + Biochar
26.9,93,57,Arid,ragi,78,43,63,6.971534247,1.47,High,Optimal,Optimal,Stop K,Borax + Zinc Sulphate mixture,Wood ash + Biochar
35.3,74,86,Alkaline soil,ragi,59,21,111,6.971534247,0.88,Optimal,Low,High,Balanced NPK (maintenance),Borax + Ammonium Molybdate mixture,None
25.1,57,61,Arid,sugarcane,97,79,81,9.43,4.39,High,High,High,Triple Super Phosphate (TSP),Magnesium Sulphate + Zinc Sulphate mixture,Gypsum
17.8,53,34,Clayey,groundnut,26,56,60,9.41,2.73,Low,Optimal,Optimal,Diammonium Phosphate (DAP),Zinc Sulphate,Gypsum + Sulphur
20.4,56,74,Laterite,onion,29,57,24,9.16,2.16,Low,Optimal,Low,Ammonium Chloride,Zinc Sulphate + Borax mixture,Gypsum + Sulphur
22.5,47,51,Black,rice,82,68,42,6.971534247,1.02,High,High,Optimal,Avoid Phosphate application,Zinc Sulphate + Borax mixture,Organic matter composts
22.1,57,83,Clayey,cotton,115,19,39,6.971534247,0.75,High,Low,Low,Calcium Ammonium Nitrate,Gypsum + Borax mixture,None
37.7,42,59,Laterite,cotton,30,28,77,9.44,3.21,Low,Optimal,Optimal,Calcium Ammonium Nitrate,Rhizobium Biofertilizer + Zinc Sulphate mixture,Sulphur
22.5,88,24,Clayey,sugarcane,106,34,24,6.971534247,1.39,High,Optimal,Low,Rock Phosphate,Ammonium Molybdate + Zinc Sulphate mixture,None
29.1,78,75,Laterite,ragi,30,99,104,6.971534247,1.44,Low,High,High,Urea,Borax + Ammonium Molybdate mixture,Wood ash + Biochar
25.2,75,77,Arid,jowar,54,82,94,9.5,3.55,Optimal,High,High,Stop P,Zinc Sulphate,Gypsum + Sulphur
15.1,31,48,Black,rice,59,69,77,6.971534247,0.85,Optimal,High,Optimal,Ammonium Sulphate,Ferrous Sulphate,Compost (Coffee prefers slightly acidic)
12.9,35,31,Black,wheat,25,2,47,6.971534247,0.81,Low,Low,Optimal,Triple Super Phosphate (TSP),Ferrous Sulphate + Manganese Sulphate mixture,None
34,76,62,Alluvial,groundnut,77,41,77,6.971534247,0.53,Optimal,Optimal,High,Calcium Ammonium Nitrate (CAN),Manganese Sulphate,None
20.9,51,42,Alkaline soil,ragi,86,16,68,6.971534247,1.23,High,Low,Optimal,Muriate of Potash (MOP),Ammonium Molybdate + Zinc Sulphate mixture,None
25.6,48,73,Red,mustard,33,55,51,6.971534247,0.93,Low,Optimal,Optimal,Triple Super Phosphate (TSP),Rhizobium Biofertilizer + Zinc Sulphate mixture,None
18.7,41,37,Red,jowar,72,65,80,6.971534247,1.03,Optimal,High,High,Calcium Ammonium Nitrate,Magnesium Sulphate + Zinc Sulphate mixture,Gypsum
25.5,80,22,Laterite,sugarcane,97,3,91,6.971534247,1.13,High,Low,High,Muriate of Potash (MOP),Ferrous Sulphate + Zinc Sulphate mixture,None
32.7,94,28,Red,groundnut,70,17,117,6.15,2.37,Optimal,Low,High,Stop K,Ammonium Molybdate + Zinc Sulphate mixture,Gypsum + Sulphur
12.5,74,68,Alkaline soil,soyabean,22,66,21,6.971534247,0.76,Low,High,Low,Single Super Phosphate (SSP),Ferrous Sulphate + Manganese Sulphate mixture,Gypsum
29.3,41,66,Red,wheat,22,28,50,6.971534247,0.98,Low,Low,Optimal,Avoid Phosphate application,Zinc Sulphate,Gypsum + Organic matter
30.5,43,34,Alkaline soil,sugarcane,30,91,15,6.971534247,1.08,Low,High,Low,Ammonium Chloride,Magnesium Sulphate,None
24.4,77,81,Black,barley,71,26,52,6.971534247,0.78,Optimal,Low,Optimal,Balanced NPK (maintenance),Gypsum + Borax mixture,None
21.4,33,65,Arid,soyabean,43,32,118,6.971534247,1.1,Optimal,Optimal,High,Balanced NPK (maintenance),Ferrous Sulphate + Zinc Sulphate mixture,None
27.5,59,63,Clayey,sugarcane,107,38,15,6.971534247,0.53,High,Optimal,Low,Diammonium Phosphate (DAP),Manganese Sulphate,Gypsum
25.3,51,60,Alkaline soil,maize,59,95,36,6.971534247,1.38,Optimal,High,Optimal,Reduce N,Borax + Ammonium Molybdate mixture,Sulphur
20.5,61,49,Arid,rice,47,10,120,6.971534247,1.02,Optimal,Low,High,Diammonium Phosphate (DAP),Ferrous Sulphate,None
25.8,81,68,Alluvial,jowar,61,24,24,6.971534247,1.1,Optimal,Low,Low,Balanced NPK (maintenance),Rhizobium Biofertilizer + Zinc Sulphate mixture,Lime
13,45,71,Red,soyabean,77,96,10,6.971534247,0.98,Optimal,High,Low,Muriate of Potash (MOP),Ammonium Molybdate + Zinc Sulphate mixture,Sulphur (Tea prefers acidic)
28.7,73,66,Alkaline soil,ragi,38,23,68,6.971534247,1.35,Low,Low,Optimal,Avoid Phosphate application,Ferrous Sulphate + Zinc Sulphate mixture,None
17.7,69,67,Black,ragi,61,5,75,6.971534247,0.83,Optimal,Low,Optimal,Ammonium Chloride,Borax + Zinc Sulphate mixture,Gypsum + Organic matter
21.7,91,37,Laterite,rice,90,6,72,6.971534247,0.79,High,Low,Optimal,Single Super Phosphate (SSP),Ferrous Sulphate,Sulphur (Tea prefers acidic)
31.9,91,59,Alkaline soil,garlic,100,40,48,6.971534247,1.14,High,Optimal,Optimal,Single Super Phosphate (SSP),Zinc Sulphate + Manganese Sulphate mixture,None
22.4,68,34,Alkaline soil,moong,102,69,116,8.37,1.14,High,High,High,Urea Ammonium Nitrate (UAN),Magnesium Sulphate + Zinc Sulphate mixture,Organic matter composts
22.4,31,68,Arid,moong,87,52,70,6.971534247,1.49,High,Optimal,Optimal,Triple Super Phosphate (TSP),Ferrous Sulphate + Manganese Sulphate mixture,None
21.1,92,77,Laterite,groundnut,68,48,42,6.971534247,1.42,Optimal,Optimal,Optimal,Reduce N,Magnesium Sulphate,None
19.8,87,63,Alkaline soil,jowar,64,10,37,6.971534247,0.87,Optimal,Low,Low,Ammonium Nitrate,Magnesium Sulphate,Wood ash + Biochar
27.6,80,60,Black,barley,72,90,61,6.971534247,1.17,Optimal,High,Optimal,Muriate of Potash (MOP),Gypsum + Borax mixture,None
22.7,93,72,Laterite,chickpea,38,62,109,9.26,2.41,Optimal,High,High,Avoid N,Magnesium Sulphate + Zinc Sulphate mixture,Sulphur
31.4,46,57,Arid,moong,88,36,18,6.971534247,1.38,High,Optimal,Low,Diammonium Phosphate (DAP),Borax + Zinc Sulphate mixture,None
23.5,30,68,Black,garlic,83,16,10,6.971534247,0.77,High,Low,Low,Stop K,Rhizobium Biofertilizer + Zinc Sulphate mixture,None
31.9,69,66,Arid,mustard,26,25,84,6.971534247,0.81,Low,Low,High,Avoid N,Manganese Sulphate,None
24.2,71,60,Red,soyabean,19,39,96,6.971534247,0.53,Low,Optimal,High,Diammonium Phosphate (DAP),Borax + Elemental Sulphur mixture,Gypsum + Sulphur
25.6,30,69,Red,onion,74,57,14,6.971534247,1.22,Optimal,Optimal,Low,Avoid Phosphate application,Ferrous Sulphate + Manganese Sulphate mixture,Wood ash + Biochar
18.8,79,63,Arid,soyabean,107,15,24,6.971534247,1.46,High,Low,Low,Reduce N,Rhizobium Biofertilizer + Zinc Sulphate mixture,None
25.2,86,45,Red,barley,50,86,41,6.971534247,1.1,Optimal,High,Optimal,Sulphate of Potash (SOP),Zinc Sulphate,Compost (Coffee prefers slightly acidic)
32.2,39,77,Arid,groundnut,109,46,18,6.971534247,1.28,High,Optimal,Low,Reduce N,Borax + Elemental Sulphur mixture,None
20.9,60,57,Red,barley,128,72,105,6.971534247,0.62,High,High,High,Calcium Ammonium Nitrate,Manganese Sulphate,Lime
12.1,95,57,Arid,garlic,18,75,42,6.971534247,0.58,Low,High,Low,Urea Ammonium Nitrate (UAN),Magnesium Sulphate,Lime
25.1,91,59,Arid,soyabean,31,19,118,6.971534247,0.78,Low,Low,High,Stop P,Zinc Sulphate + Borax mixture,None
30.5,84,38,Alluvial,jowar,79,92,26,9.32,4.43,Optimal,High,Low,Diammonium Phosphate (DAP),Ferrous Sulphate,Organic matter composts
19,58,19,Arid,rice,49,78,119,6.971534247,1.32,Optimal,High,High,Stop P,Gypsum + Borax mixture,None
25.2,30,83,Red,onion,92,90,97,7.81,1.49,High,High,High,Balanced NPK (maintenance),Borax + Zinc Sulphate mixture,Gypsum + Sulphur
28.7,67,53,Alluvial,ragi,94,49,117,6.971534247,0.85,High,Optimal,High,Urea Ammonium Nitrate (UAN),Borax + Zinc Sulphate mixture,None
15.5,48,42,Laterite,wheat,38,82,24,6.971534247,1.22,Low,High,Low,Diammonium Phosphate (DAP),Gypsum + Borax mixture,Organic matter composts
30.5,64,49,Black,mustard,98,67,100,9.04,3.64,High,High,High,Balanced NPK (maintenance),Rhizobium Biofertilizer + Zinc Sulphate mixture,Gypsum
24,73,53,Alkaline soil,maize,47,87,51,6.971534247,1.35,Optimal,High,Optimal,Reduce N,Gypsum + Borax mixture,Organic matter composts
28.1,43,47,Alkaline soil,sugarcane,37,76,115,6.971534247,1.08,Optimal,High,High,Urea,Gypsum + Borax mixture,None
30,63,32,Alluvial,barley,92,33,71,6.971534247,0.64,High,Optimal,Optimal,Calcium Ammonium Nitrate,Ferrous Sulphate + Zinc Sulphate mixture,Gypsum
35,37,89,Red,rice,49,5,77,6.971534247,1.13,Optimal,Low,High,Rock Phosphate,Magnesium Sulphate + Zinc Sulphate mixture,None
26.7,52,45,Alluvial,chickpea,67,27,60,6.971534247,1.01,Optimal,Low,Optimal,Avoid Potash,Gypsum + Borax mixture,Gypsum + Organic matter
12.6,57,56,Laterite,moong,108,88,79,6.971534247,0.52,High,High,Optimal,Calcium Ammonium Nitrate (CAN),Ferrous Sulphate + Manganese Sulphate mixture,Sulphur (Tea prefers acidic)
27.3,45,65,Black,ragi,62,72,28,7.4,1.46,Optimal,High,Low,Reduce N,Ferrous Sulphate + Zinc Sulphate mixture,Gypsum
30.2,60,65,Alkaline soil,rice,6,31,18,6.971534247,0.94,Low,Optimal,Low,Muriate of Potash (MOP),Manganese Sulphate,None
29.8,87,19,Black,ragi,107,43,39,6.971534247,0.74,High,Optimal,Optimal,Diammonium Phosphate (DAP),Ferrous Sulphate + Manganese Sulphate mixture,None
25.4,32,79,Clayey,wheat,46,91,49,6.971534247,0.76,Optimal,High,Optimal,Avoid N,Ferrous Sulphate + Manganese Sulphate mixture,Wood ash + Biochar
29.9,52,42,Red,moong,32,98,22,6.971534247,0.67,Low,High,Low,Ammonium Chloride,Borax + Ammonium Molybdate mixture,None
16.6,52,44,Clayey,chickpea,83,35,28,9.48,3.36,High,Optimal,Low,Urea,Gypsum + Borax mixture,Gypsum + Sulphur
24.5,93,67,Clayey,maize,31,102,112,6.971534247,0.7,Low,High,High,Avoid Potash,Zinc Sulphate + Manganese Sulphate mixture,Gypsum + Sulphur
24.2,88,84,Alluvial,chickpea,34,34,86,6.971534247,1.12,Optimal,Optimal,High,Ammonium Sulphate,Magnesium Sulphate,None
30.8,90,71,Alluvial,wheat,54,71,20,6.971534247,1.08,Optimal,High,Low,Urea Ammonium Nitrate (UAN),Zinc Sulphate + Manganese Sulphate mixture,None
21.9,35,56,Black,soyabean,97,62,103,8.29,1.61,High,High,High,Ammonium Sulphate,Zinc Sulphate + Manganese Sulphate mixture,Organic matter composts
23,32,25,Clayey,chickpea,102,37,103,6.971534247,1.2,High,Optimal,High,Rock Phosphate,Ferrous Sulphate,None
34,45,21,Arid,bajra,51,9,25,6.971534247,1.49,Optimal,Low,Low,Urea Ammonium Nitrate (UAN),Manganese Sulphate,None
32.2,80,71,Alkaline soil,rice,125,9,17,6.971534247,0.92,High,Low,Low,Rock Phosphate,Ferrous Sulphate,None
31.9,92,73,Alkaline soil,maize,44,63,110,7.46,1.05,Optimal,High,High,Stop K,Ammonium Molybdate + Zinc Sulphate mixture,Gypsum
21.3,84,18,Alluvial,groundnut,78,30,111,7.63,1.77,High,Low,High,Ammonium Sulphate,Ferrous Sulphate + Zinc Sulphate mixture,Gypsum + Sulphur
24,33,69,Red,mustard,106,60,21,6.971534247,0.8,High,Optimal,Low,Ammonium Nitrate,Rhizobium Biofertilizer + Zinc Sulphate mixture,None
24.4,77,81,Black,barley,71,26,52,6.971534247,0.78,Optimal,Low,Optimal,Balanced NPK (maintenance),Gypsum + Borax mixture,None
26.7,77,33,Red,mustard,11,16,27,9.42,3.74,Low,Low,Low,Ammonium Sulphate,Zinc Sulphate + Borax mixture,Gypsum
22.2,34,40,Alluvial,cotton,50,62,53,8.14,1.05,Optimal,High,Optimal,Ammonium Nitrate,Ferrous Sulphate + Manganese Sulphate mixture,Gypsum + Sulphur
25.4,79,50,Black,cotton,96,31,30,6.971534247,0.8,High,Optimal,Low,Sulphate of Potash (SOP),Magnesium Sulphate,None
16.2,40,67,Black,moong,66,37,41,6.971534247,0.89,Optimal,Optimal,Optimal,Avoid N,Magnesium Sulphate,Sulphur (Tea prefers acidic)
21.1,90,47,Arid,jowar,96,5,108,6.971534247,0.99,High,Low,High,Split N doses,Ferrous Sulphate,Sulphur (Tea prefers acidic)
21.1,49,38,Arid,garlic,79,72,6,7.55,1.41,Optimal,High,Low,Urea,Ferrous Sulphate + Zinc Sulphate mixture,Sulphur
11.7,83,80,Laterite,moong,46,44,104,6.971534247,0.52,Optimal,Optimal,High,Triple Super Phosphate (TSP),Ferrous Sulphate + Manganese Sulphate mixture,Gypsum + Organic matter
32,32,86,Red,moong,24,82,61,6.971534247,0.9,Low,High,Optimal,Stop P,Ferrous Sulphate,Lime
33.2,68,42,Laterite,soyabean,30,52,29,6.971534247,1.26,Low,Optimal,Low,Stop K,Ferrous Sulphate + Zinc Sulphate mixture,None
32.3,46,74,Alkaline soil,groundnut,51,77,105,6.971534247,0.91,Optimal,High,High,Rock Phosphate,Zinc Sulphate + Borax mixture,None
31.3,90,31,Clayey,garlic,111,62,68,6.971534247,1.09,High,High,Optimal,Urea,Ferrous Sulphate + Zinc Sulphate mixture,None
23.2,82,49,Arid,moong,24,46,107,6.971534247,0.97,Low,Optimal,High,Ammonium Nitrate,Rhizobium Biofertilizer + Zinc Sulphate mixture,Wood ash + Biochar
29.6,35,76,Alluvial,barley,93,58,35,6.971534247,1.5,High,High,Low,Ammonium Chloride,Ferrous Sulphate + Manganese Sulphate mixture,None
20.3,51,52,Clayey,groundnut,96,7,16,6.971534247,1.23,High,Low,Low,Avoid Potash,Ferrous Sulphate,None
24.7,31,47,Laterite,mustard,31,22,48,9.33,3.33,Low,Low,Optimal,Stop K,Borax + Zinc Sulphate mixture,Sulphur
21.7,68,48,Laterite,sugarcane,90,24,100,6.971534247,0.55,High,Low,High,Ammonium Chloride,Borax + Ammonium Molybdate mixture,Gypsum + Organic matter
34.9,79,46,Red,cotton,58,23,101,7.41,2.2,Optimal,Low,High,Muriate of Potash (MOP),Zinc Sulphate + Manganese Sulphate mixture,Sulphur
35,91,36,Laterite,garlic,119,94,102,6.971534247,1.49,High,High,High,Sulphate of Potash (SOP),Zinc Sulphate,None
20.5,61,49,Arid,rice,47,10,120,6.971534247,1.02,Optimal,Low,High,Diammonium Phosphate (DAP),Ferrous Sulphate,None
32.3,69,50,Alkaline soil,rice,46,70,105,6.971534247,0.89,Optimal,High,High,Muriate of Potash (MOP),Zinc Sulphate + Manganese Sulphate mixture,None
10.5,44,66,Laterite,groundnut,66,41,55,7.67,2.1,Optimal,Optimal,Optimal,Ammonium Sulphate,Ferrous Sulphate + Manganese Sulphate mixture,None
18.8,37,71,Alluvial,bajra,113,52,69,6.971534247,1.37,High,Optimal,Optimal,Urea,Ferrous Sulphate + Zinc Sulphate mixture,None
25.3,35,71,Clayey,soyabean,6,44,44,6.971534247,1.3,Low,Optimal,Optimal,Avoid Potash,Gypsum + Borax mixture,None
24.9,54,49,Arid,wheat,24,40,21,6.971534247,1,Low,Optimal,Low,Avoid Potash,Borax + Elemental Sulphur mixture,Organic matter composts
24.1,56,43,Red,maize,30,53,110,6.971534247,0.62,Optimal,Optimal,High,Reduce N,Ferrous Sulphate + Zinc Sulphate mixture,None
21.7,49,19,Red,barley,50,31,14,6.72,1.83,Optimal,Optimal,Low,Diammonium Phosphate (DAP),Zinc Sulphate,Organic matter composts
27,34,48,Clayey,barley,26,94,66,6.971534247,1.38,Low,High,Optimal,Split N doses,Magnesium Sulphate + Zinc Sulphate mixture,Wood ash + Biochar
32.8,35,57,Clayey,rice,120,89,13,6.971534247,0.51,High,High,Low,Stop K,Borax + Ammonium Molybdate mixture,None
22.1,64,23,Red,soyabean,93,64,115,9.24,3.28,High,High,High,Calcium Ammonium Nitrate,Ferrous Sulphate + Manganese Sulphate mixture,Gypsum + Sulphur
33.4,89,77,Clayey,mustard,102,54,25,6.971534247,0.87,High,Optimal,Low,Sulphate of Potash (SOP),Gypsum + Borax mixture,None
34,75,38,Arid,ragi,100,71,58,6.971534247,1.38,High,High,Optimal,Urea Ammonium Nitrate (UAN),Zinc Sulphate + Borax mixture,Gypsum + Sulphur
33.1,65,42,Black,garlic,22,9,43,6.971534247,1.33,Low,Low,Optimal,Avoid Potash,Zinc Sulphate + Manganese Sulphate mixture,None
21.9,31,19,Alkaline soil,ragi,55,41,69,6.971534247,0.74,Optimal,Optimal,Optimal,Urea,Ammonium Molybdate + Zinc Sulphate mixture,None
28.4,64,58,Arid,ragi,84,56,91,6.971534247,0.66,High,Optimal,High,Calcium Ammonium Nitrate,Manganese Sulphate,None
16.5,77,46,Laterite,sugarcane,89,9,83,6.971534247,0.66,High,Low,High,Ammonium Nitrate,Ferrous Sulphate + Manganese Sulphate mixture,Sulphur (Tea prefers acidic)
24.1,77,89,Alluvial,wheat,35,36,6,6.971534247,1.03,Low,Optimal,Low,Avoid N,Zinc Sulphate + Borax mixture,None
27.6,34,50,Clayey,mustard,46,27,25,6.971534247,1.08,Low,Low,Low,Avoid Phosphate application,Magnesium Sulphate + Zinc Sulphate mixture,None
18.2,78,45,Laterite,moong,12,94,43,6.971534247,0.91,Low,High,Optimal,Balanced NPK (maintenance),Zinc Sulphate,Compost (Coffee prefers slightly acidic)
20.1,68,66,Red,ragi,113,35,37,6.971534247,1.4,High,Optimal,Low,Reduce N,Magnesium Sulphate,None
25.2,92,68,Laterite,jowar,71,62,119,6.971534247,0.95,Optimal,Optimal,High,Reduce N,Borax + Elemental Sulphur mixture,Wood ash + Biochar
32.2,53,46,Clayey,rice,121,57,84,6.64,1.34,High,Optimal,High,Diammonium Phosphate (DAP),Gypsum + Borax mixture,Gypsum
22.6,30,59,Black,ragi,32,19,58,6.971534247,0.69,Low,Low,Optimal,Ammonium Chloride,Ammonium Molybdate + Zinc Sulphate mixture,None
24.1,87,71,Red,mustard,83,23,29,8.35,2.22,Optimal,Low,Low,Muriate of Potash (MOP),Zinc Sulphate + Borax mixture,Gypsum
25.6,55,32,Alkaline soil,mustard,33,19,103,8.35,2.27,Low,Low,High,Ammonium Nitrate,Ferrous Sulphate,Organic matter composts
37.5,95,54,Alkaline soil,rice,128,13,74,6.971534247,0.57,High,Low,Optimal,Diammonium Phosphate (DAP),Ferrous Sulphate,Gypsum
36.2,49,40,Alkaline soil,chickpea,82,84,72,6.971534247,0.75,High,High,Optimal,Split N doses,Zinc Sulphate + Manganese Sulphate mixture,None
19.3,45,73,Black,cotton,28,47,10,9.35,3.48,Low,Optimal,Low,Ammonium Sulphate,Zinc Sulphate,Gypsum
23.3,33,24,Laterite,onion,94,21,40,6.971534247,0.53,High,Low,Low,Calcium Ammonium Nitrate (CAN),Rhizobium Biofertilizer + Zinc Sulphate mixture,Gypsum + Sulphur
21,70,78,Alluvial,soyabean,88,12,52,6.971534247,0.56,High,Low,Optimal,Reduce N,Gypsum + Borax mixture,Gypsum + Sulphur
22.9,80,53,Clayey,cotton,36,70,13,6.971534247,0.54,Low,High,Low,Ammonium Sulphate,Gypsum + Borax mixture,None
23.8,71,42,Alluvial,sugarcane,121,43,103,6.971534247,0.83,High,Optimal,High,Avoid Potash,Ferrous Sulphate,Sulphur (Tea prefers acidic)
31.2,72,72,Alkaline soil,jowar,89,90,88,6.971534247,1.21,High,High,High,Reduce N,Zinc Sulphate + Borax mixture,None
28.3,36,47,Black,jowar,91,18,41,6.971534247,0.65,High,Low,Optimal,Ammonium Nitrate,Magnesium Sulphate + Zinc Sulphate mixture,None
26.9,91,72,Clayey,mustard,48,77,112,7.79,1.63,Optimal,High,High,Diammonium Phosphate (DAP),Zinc Sulphate + Borax mixture,Organic matter composts
25.5,86,77,Arid,groundnut,113,53,66,6.971534247,0.73,High,Optimal,Optimal,Single Super Phosphate (SSP),Magnesium Sulphate,None
34.9,39,64,Alluvial,rice,33,51,49,6.971534247,1.41,Low,Optimal,Optimal,Sulphate of Potash (SOP),Manganese Sulphate,None
26.5,75,46,Alluvial,onion,96,68,98,6.971534247,1.33,High,High,High,Diammonium Phosphate (DAP),Magnesium Sulphate + Zinc Sulphate mixture,Gypsum + Organic matter
34.2,75,85,Laterite,moong,73,67,19,6.971534247,0.91,Optimal,High,Low,Single Super Phosphate (SSP),Ammonium Molybdate + Zinc Sulphate mixture,None
33.7,48,89,Laterite,rice,85,82,52,6.971534247,0.63,High,High,Optimal,Urea Ammonium Nitrate (UAN),Manganese Sulphate,None
25.4,60,31,Laterite,maize,74,49,110,9.49,4.11,Optimal,Optimal,High,Avoid Potash,Ferrous Sulphate,Sulphur
21.6,56,48,Black,wheat,65,9,67,9.43,3.4,Optimal,Low,Optimal,Urea Ammonium Nitrate (UAN),Ferrous Sulphate + Zinc Sulphate mixture,Sulphur
22.3,60,46,Clayey,jowar,103,60,14,6.971534247,1.3,High,Optimal,Low,Avoid Phosphate application,Manganese Sulphate,Lime
18.8,31,71,Red,bajra,86,89,28,6.971534247,0.73,High,High,Low,Avoid Phosphate application,Borax + Ammonium Molybdate mixture,Compost (Coffee prefers slightly acidic)
