Nitrogen(mg/kg),Phosphorus(mg/kg),Potassium(mg/kg),Crop_Type,pH,Electrical_Conductivity,Soil_Moisture,Soil_Temperture,N_Status,P_Status,K_Status,Primary_Fertilizer,pH_Amendment
110,17,198,Rice,7.29,821,72,20,Low,Low,Optimal,potassium_carbonate,Balance Maintain
42,13,160,Cotton,6.03,1187,57,20,Optimal,Optimal,Low,urea_mop_mixture,Gypsum
124,18,107,Bajra,5.64,3420,51,25,Low,Optimal,Low,urea_ammonium_nitrate_uan,Quicklime
40,15,91,Barley,7.44,2988,78,19,Low,Optimal,Optimal,balanced_npk_maintenance,Elemental Sulphur
188,11,187,Wheat,6.8,2552,56,25,Optimal,Optimal,Optimal,potassium_carbonate,Agricultural Lime
131,13,135,Jowar,5.68,1239,50,30,Optimal,Optimal,Low,calcium_ammonium_nitrate_can,Ferrous Sulphate
168,13,82,Groundnut,6.42,2797,72,15,Optimal,Optimal,Optimal,monoammonium_phosphate_map,Hydrated Lime
56,23,189,Garlic,7.01,2513,51,24,Low,Low,Optimal,ammonium_nitrate,Elemental Sulphur
191,15,68,Barley,6.22,2294,72,20,Optimal,Low,Low,urea_ammonium_nitrate_uan,Aluminium Sulphate
133,26,71,Garlic,7.0,1913,74,24,Low,Optimal,Optimal,urea_mop_mixture,Wood Ash
134,23,112,Cotton,5.67,2677,54,20,Optimal,Low,Optimal,ammonium_chloride,Gypsum
132,16,149,Barley,8.09,3435,65,20,Low,Optimal,Low,muriate_of_potash_mop,Hydrated Lime
147,23,194,Bajra,6.82,2719,72,17,Optimal,Optimal,Optimal,potassium_magnesium_sulphate,Agricultural Lime
140,27,186,Onion,7.74,2086,72,27,Low,Low,Low,balanced_npk_maintenance,Quicklime
181,12,81,Groundnut,7.4,855,66,19,Low,Optimal,Optimal,dap_mop_mixture,Quicklime
191,12,141,Bajra,7.0,3469,71,27,Optimal,Low,Low,diammonium_phosphate_dap,Dolomite
67,16,75,Jowar,6.21,2518,78,20,Low,Optimal,Low,sulphate_of_potash_sop,Hydrated Lime
180,25,191,Mustard,8.3,2543,69,30,Optimal,Low,Low,sulphate_of_potash_sop,Gypsum
160,15,117,Groundnut,6.62,1802,58,16,Low,Optimal,Optimal,urea_dap_mixture,Ferrous Sulphate
60,13,79,Mustard,8.16,1787,51,27,Optimal,Optimal,Optimal,ammonium_nitrate,Ammonium Sulphate
131,11,130,Chickpea,7.77,1469,52,21,Optimal,Optimal,Optimal,ammonium_chloride,Agricultural Lime
47,32,125,Rice,6.8,2022,72,16,Low,Low,Low,potassium_nitrate,Ferrous Sulphate
177,30,129,Barley,7.6,918,74,19,Optimal,Optimal,Optimal,urea,Dolomite
121,33,99,Soybean,7.65,1017,67,22,Optimal,Low,Optimal,urea_dap_mixture,Ferrous Sulphate
195,29,152,Jowar,6.12,2003,77,23,Optimal,Optimal,Optimal,muriate_of_potash_mop,Agricultural Lime
55,25,186,Chickpea,7.11,2424,55,26,Low,Low,Optimal,potassium_carbonate,Elemental Sulphur
170,12,60,Moong,7.65,3164,60,22,Optimal,Optimal,Optimal,urea_dap_mixture,Ferrous Sulphate
82,26,196,Groundnut,7.11,3353,72,24,Low,Optimal,Optimal,sulphate_of_potash_sop,Elemental Sulphur
148,10,191,Jowar,5.75,2017,61,23,Optimal,Optimal,Optimal,urea_ammonium_nitrate_uan,Wood Ash
163,35,138,Rice,6.18,2830,74,27,Low,Optimal,Low,muriate_of_potash_mop,Balance Maintain
131,24,156,Onion,7.19,2455,74,16,Low,Optimal,Optimal,sulphate_of_potash_sop,Hydrated Lime
94,19,118,Bajra,6.2,2967,72,27,Optimal,Low,Low,urea_dap_mixture,Gypsum
91,25,183,Ragi,6.05,966,78,21,Optimal,Low,Optimal,sulphate_of_potash_sop,Elemental Sulphur
146,11,111,Barley,7.58,1805,65,17,Low,Low,Low,diammonium_phosphate_dap,Dolomite
115,20,146,Rice,7.4,2156,65,28,Low,Optimal,Low,urea_dap_mixture,Hydrated Lime
113,32,125,Garlic,6.75,997,55,28,Optimal,Optimal,Low,dap_mop_mixture,Gypsum
193,23,167,Mustard,5.82,2645,59,24,Optimal,Low,Low,balanced_npk_maintenance,Dolomite
63,18,131,Moong,7.3,2182,53,24,Low,Low,Low,triple_super_phosphate_tsp,Aluminium Sulphate
166,33,119,Bajra,8.08,1731,77,26,Optimal,Optimal,Low,potassium_magnesium_sulphate,Balance Maintain
95,18,95,Sugarcane,7.1,1712,75,26,Low,Low,Low,ammonium_sulphate,Ammonium Sulphate
127,22,167,Soybean,8.03,3105,55,17,Optimal,Optimal,Low,urea_mop_mixture,Ammonium Sulphate
186,33,68,Mustard,7.72,3243,74,17,Optimal,Low,Low,sulphate_of_potash_sop,Balance Maintain
80,27,175,Mustard,5.77,2458,53,22,Low,Low,Optimal,urea_mop_mixture,Elemental Sulphur
137,32,180,Onion,8.3,3243,66,19,Optimal,Optimal,Optimal,balanced_npk_maintenance,Quicklime
142,13,80,Jowar,8.26,1535,53,15,Optimal,Low,Optimal,urea,Gypsum
63,13,108,Wheat,7.14,2513,65,22,Low,Optimal,Low,urea,Ferrous Sulphate
113,29,110,Jowar,7.37,3397,67,16,Low,Low,Low,dap_mop_mixture,Ferrous Sulphate
190,27,81,Groundnut,6.23,2743,76,29,Optimal,Low,Low,ammonium_nitrate,Aluminium Sulphate
199,30,185,Soybean,7.25,2088,56,22,Low,Optimal,Low,rock_phosphate,Quicklime
128,27,118,Jowar,6.48,2647,62,18,Low,Low,Low,urea,Balance Maintain
90,27,135,Barley,7.68,2903,60,26,Low,Optimal,Optimal,calcium_ammonium_nitrate_can,Wood Ash
46,15,114,Mustard,6.47,2302,59,19,Low,Optimal,Optimal,ammonium_chloride,Dolomite
180,20,167,Jowar,6.41,2002,70,30,Low,Optimal,Optimal,sulphate_of_potash_sop,Quicklime
154,28,150,Wheat,6.08,2700,70,28,Optimal,Optimal,Low,urea_dap_mixture,Quicklime
77,19,90,Onion,7.93,1160,76,28,Low,Low,Low,single_super_phosphate_ssp,Balance Maintain
132,32,115,Moong,6.35,3083,77,17,Low,Optimal,Low,rock_phosphate,Agricultural Lime
73,10,111,Jowar,5.66,3456,68,16,Low,Optimal,Low,diammonium_phosphate_dap,Ammonium Sulphate
130,24,136,Ragi,8.07,1342,77,26,Optimal,Optimal,Low,ammonium_chloride,Quicklime
104,12,153,Sugarcane,8.01,3321,73,16,Low,Low,Optimal,triple_super_phosphate_tsp,Dolomite
149,13,78,Mustard,8.08,3317,72,25,Optimal,Low,Optimal,ammonium_chloride,Elemental Sulphur
122,13,116,Ragi,6.04,3302,70,30,Optimal,Low,Low,urea_ammonium_nitrate_uan,Gypsum
137,26,182,Cotton,7.39,1577,62,24,Low,Low,Optimal,urea_ammonium_nitrate_uan,Ammonium Sulphate
137,10,176,Mustard,5.95,3329,78,16,Optimal,Low,Optimal,urea_ammonium_nitrate_uan,Hydrated Lime
139,25,159,Groundnut,7.46,3191,77,20,Low,Optimal,Optimal,potassium_carbonate,Gypsum
197,33,64,Soybean,6.03,904,60,25,Optimal,Optimal,Low,urea_mop_mixture,Aluminium Sulphate
140,25,92,Bajra,7.49,3316,50,27,Low,Optimal,Low,diammonium_phosphate_dap,Dolomite
105,25,185,Soybean,7.16,2484,65,27,Optimal,Optimal,Optimal,triple_super_phosphate_tsp,Gypsum
43,20,120,Wheat,7.57,3207,57,24,Low,Low,Low,ammonium_chloride,Elemental Sulphur
67,14,199,Wheat,5.66,2350,52,25,Low,Optimal,Optimal,potassium_carbonate,Dolomite
144,19,158,Rice,5.97,2795,64,22,Optimal,Optimal,Optimal,ammonium_nitrate,Ferrous Sulphate
80,23,82,Wheat,6.93,1896,73,16,Optimal,Low,Optimal,diammonium_phosphate_dap,Balance Maintain
88,11,115,Onion,6.73,890,52,26,Low,Low,Optimal,urea_mop_mixture,Aluminium Sulphate
124,34,109,Chickpea,7.92,2309,70,27,Optimal,Low,Optimal,dap_mop_mixture,Ferrous Sulphate
175,29,153,Sugarcane,5.86,1760,64,19,Low,Low,Low,ammonium_nitrate,Wood Ash
107,10,76,Wheat,8.09,2621,79,21,Low,Low,Low,dap_mop_mixture,Balance Maintain
106,18,200,Ragi,5.84,1304,75,17,Optimal,Optimal,Optimal,calcium_ammonium_nitrate_can,Aluminium Sulphate
187,17,172,Chickpea,8.24,3262,60,27,Optimal,Low,Optimal,potassium_nitrate,Wood Ash
168,21,172,Ragi,5.95,2699,62,19,Low,Optimal,Low,single_super_phosphate_ssp,Hydrated Lime
55,13,140,Garlic,6.23,1792,61,16,Low,Low,Optimal,dap_mop_mixture,Wood Ash
138,11,79,Jowar,7.66,3418,65,24,Optimal,Low,Optimal,muriate_of_potash_mop,Elemental Sulphur
97,29,175,Ragi,7.77,1763,55,28,Low,Low,Low,diammonium_phosphate_dap,Ferrous Sulphate
55,26,104,Rice,8.36,1510,69,17,Optimal,Low,Optimal,dap_mop_mixture,Ferrous Sulphate
67,15,115,Garlic,7.22,1129,73,26,Optimal,Optimal,Optimal,urea_dap_mixture,Dolomite
96,24,182,Moong,5.67,2613,54,27,Optimal,Low,Optimal,single_super_phosphate_ssp,Gypsum
159,26,145,Rice,6.59,2661,78,22,Optimal,Low,Optimal,muriate_of_potash_mop,Balance Maintain
89,14,192,Mustard,7.62,2914,56,25,Low,Low,Optimal,muriate_of_potash_mop,Gypsum
108,22,165,Chickpea,7.9,1097,55,19,Optimal,Optimal,Low,ammonium_chloride,Hydrated Lime
59,15,71,Cotton,6.41,2640,51,27,Optimal,Low,Optimal,potassium_carbonate,Agricultural Lime
189,32,177,Groundnut,5.92,2743,70,19,Optimal,Low,Optimal,monoammonium_phosphate_map,Wood Ash
85,26,88,Rice,6.15,3314,72,26,Low,Optimal,Low,monoammonium_phosphate_map,Agricultural Lime
154,32,198,Garlic,6.33,943,66,20,Optimal,Optimal,Low,rock_phosphate,Dolomite
147,14,88,Bajra,8.43,3418,52,18,Low,Low,Optimal,urea_ammonium_nitrate_uan,Elemental Sulphur
62,24,163,Bajra,7.08,3203,69,23,Low,Low,Optimal,ammonium_chloride,Gypsum
164,30,113,Maize,6.1,2633,80,19,Optimal,Low,Low,sulphate_of_potash_sop,Gypsum
86,33,79,Mustard,6.11,3232,54,17,Low,Low,Optimal,urea_mop_mixture,Agricultural Lime
193,10,97,Groundnut,8.01,3064,52,27,Low,Optimal,Low,dap_mop_mixture,Ammonium Sulphate
53,23,131,Barley,7.06,2680,59,21,Optimal,Optimal,Optimal,sulphate_of_potash_sop,Aluminium Sulphate
113,22,64,Rice,5.6,3162,77,30,Optimal,Low,Low,balanced_npk_maintenance,Wood Ash
195,17,107,Garlic,7.34,1535,79,20,Low,Optimal,Low,potassium_carbonate,Agricultural Lime
188,15,101,Groundnut,5.57,3403,73,27,Low,Low,Low,rock_phosphate,Wood Ash
110,18,137,Maize,5.66,1651,66,29,Low,Low,Low,potassium_carbonate,Ferrous Sulphate
144,13,173,Garlic,8.07,1781,55,23,Low,Low,Optimal,triple_super_phosphate_tsp,Elemental Sulphur
170,30,113,Wheat,6.27,3218,63,30,Low,Optimal,Optimal,urea,Wood Ash
137,19,91,Sugarcane,6.24,2227,60,27,Optimal,Low,Optimal,potassium_carbonate,Agricultural Lime
49,30,93,Barley,6.44,2051,73,20,Low,Optimal,Optimal,single_super_phosphate_ssp,Gypsum
163,30,67,Mustard,7.58,2399,60,26,Low,Low,Low,diammonium_phosphate_dap,Gypsum
200,19,189,Rice,8.24,1173,58,23,Optimal,Low,Low,ammonium_sulphate,Gypsum
111,32,193,Maize,5.75,2962,51,16,Optimal,Optimal,Low,ammonium_sulphate,Quicklime
156,21,184,Jowar,8.01,931,51,22,Optimal,Low,Low,muriate_of_potash_mop,Dolomite
179,13,168,Maize,8.13,2167,56,19,Low,Optimal,Optimal,ammonium_nitrate,Hydrated Lime
74,20,89,Jowar,7.86,950,50,28,Optimal,Optimal,Optimal,diammonium_phosphate_dap,Ferrous Sulphate
134,16,112,Rice,6.76,1752,54,19,Optimal,Low,Optimal,ammonium_nitrate,Ammonium Sulphate
74,18,132,Barley,8.39,2101,79,23,Low,Optimal,Optimal,potassium_nitrate,Dolomite
115,21,175,Moong,8.0,1846,65,21,Low,Optimal,Low,potassium_nitrate,Ammonium Sulphate
193,11,114,Groundnut,7.01,1132,55,26,Low,Low,Low,diammonium_phosphate_dap,Agricultural Lime
98,33,92,Cotton,8.48,2760,71,16,Low,Low,Low,potassium_magnesium_sulphate,Balance Maintain
64,11,153,Onion,7.08,948,68,16,Low,Optimal,Low,calcium_ammonium_nitrate_can,Ammonium Sulphate
41,21,181,Sugarcane,7.38,1037,56,16,Low,Low,Low,ammonium_nitrate,Elemental Sulphur
43,17,61,Groundnut,6.06,3497,56,20,Low,Optimal,Low,sulphate_of_potash_sop,Elemental Sulphur
162,28,166,Sugarcane,8.46,1345,53,21,Optimal,Optimal,Optimal,muriate_of_potash_mop,Dolomite
191,31,75,Chickpea,7.34,2611,54,25,Optimal,Optimal,Low,potassium_nitrate,Wood Ash
154,19,121,Garlic,7.97,1561,51,16,Low,Optimal,Optimal,potassium_magnesium_sulphate,Quicklime
123,27,76,Groundnut,6.69,2860,80,17,Low,Low,Optimal,diammonium_phosphate_dap,Elemental Sulphur
79,10,100,Moong,7.06,1377,64,17,Low,Optimal,Optimal,rock_phosphate,Aluminium Sulphate
178,10,88,Bajra,6.42,2388,64,19,Low,Optimal,Low,muriate_of_potash_mop,Balance Maintain
197,28,108,Chickpea,6.55,2100,70,24,Optimal,Optimal,Optimal,dap_mop_mixture,Wood Ash
183,22,64,Jowar,8.21,3388,55,30,Optimal,Optimal,Low,potassium_magnesium_sulphate,Elemental Sulphur
140,25,69,Wheat,6.37,3403,77,24,Low,Optimal,Low,balanced_npk_maintenance,Ferrous Sulphate
197,11,75,Garlic,5.71,1568,77,20,Optimal,Optimal,Low,urea_ammonium_nitrate_uan,Agricultural Lime
181,32,149,Ragi,6.31,3104,52,24,Low,Low,Optimal,ammonium_chloride,Ferrous Sulphate
52,18,70,Cotton,6.77,2119,51,21,Optimal,Low,Optimal,monoammonium_phosphate_map,Ferrous Sulphate
171,17,160,Barley,7.48,2319,69,26,Optimal,Low,Optimal,calcium_ammonium_nitrate_can,Ammonium Sulphate
57,27,200,Soybean,7.03,1152,53,20,Optimal,Optimal,Optimal,triple_super_phosphate_tsp,Gypsum
100,16,160,Onion,5.89,2222,77,23,Optimal,Low,Optimal,sulphate_of_potash_sop,Ferrous Sulphate
189,16,76,Bajra,6.01,2119,74,16,Optimal,Optimal,Optimal,single_super_phosphate_ssp,Agricultural Lime
121,11,87,Ragi,6.95,3441,66,29,Optimal,Optimal,Optimal,balanced_npk_maintenance,Elemental Sulphur
130,20,62,Wheat,7.84,2954,79,22,Optimal,Low,Optimal,diammonium_phosphate_dap,Quicklime
179,27,97,Groundnut,7.58,2364,80,27,Optimal,Low,Low,calcium_ammonium_nitrate_can,Ferrous Sulphate
108,24,75,Barley,5.98,2496,52,29,Optimal,Low,Optimal,dap_mop_mixture,Gypsum
118,24,163,Soybean,6.61,1211,65,20,Low,Low,Low,single_super_phosphate_ssp,Gypsum
181,15,147,Ragi,8.43,1111,66,19,Low,Optimal,Low,sulphate_of_potash_sop,Ferrous Sulphate
178,16,79,Chickpea,6.03,1453,80,24,Optimal,Optimal,Optimal,ammonium_chloride,Hydrated Lime
185,18,67,Onion,6.23,3027,56,17,Low,Optimal,Optimal,monoammonium_phosphate_map,Aluminium Sulphate
137,34,92,Sugarcane,6.42,1740,80,24,Low,Optimal,Low,sulphate_of_potash_sop,Aluminium Sulphate
56,30,70,Bajra,6.88,1929,53,16,Optimal,Optimal,Low,ammonium_chloride,Ammonium Sulphate
123,12,180,Rice,8.4,3070,55,24,Optimal,Optimal,Low,ammonium_sulphate,Hydrated Lime
111,26,197,Maize,6.75,1445,64,19,Optimal,Optimal,Low,rock_phosphate,Agricultural Lime
165,25,164,Moong,7.5,2018,70,27,Low,Low,Optimal,balanced_npk_maintenance,Wood Ash
118,31,114,Wheat,6.83,987,59,15,Optimal,Low,Low,potassium_nitrate,Agricultural Lime
116,32,75,Rice,5.84,963,67,15,Low,Optimal,Low,monoammonium_phosphate_map,Wood Ash
44,25,170,Garlic,8.36,3087,51,24,Low,Low,Optimal,sulphate_of_potash_sop,Gypsum
57,16,174,Wheat,7.03,2555,55,27,Optimal,Optimal,Optimal,triple_super_phosphate_tsp,Hydrated Lime
94,18,81,Onion,7.22,909,77,30,Optimal,Optimal,Low,triple_super_phosphate_tsp,Gypsum
97,24,106,Moong,6.25,1062,76,16,Optimal,Optimal,Low,ammonium_chloride,Wood Ash
65,24,149,Soybean,7.14,1221,53,25,Optimal,Optimal,Optimal,monoammonium_phosphate_map,Quicklime
200,34,121,Rice,8.35,1009,76,27,Low,Low,Low,triple_super_phosphate_tsp,Aluminium Sulphate
88,29,194,Rice,6.39,964,54,17,Low,Optimal,Optimal,ammonium_chloride,Ammonium Sulphate
112,17,189,Bajra,7.75,2665,60,17,Optimal,Low,Low,dap_mop_mixture,Agricultural Lime
109,15,113,Mustard,5.73,1380,63,25,Optimal,Low,Optimal,urea,Dolomite
126,13,166,Soybean,5.81,832,72,30,Optimal,Low,Optimal,single_super_phosphate_ssp,Gypsum
44,26,68,Rice,6.9,2132,56,21,Low,Optimal,Low,dap_mop_mixture,Quicklime
121,26,70,Bajra,7.14,1976,77,20,Optimal,Optimal,Optimal,monoammonium_phosphate_map,Elemental Sulphur
53,32,68,Mustard,7.23,2070,59,17,Optimal,Low,Optimal,potassium_magnesium_sulphate,Elemental Sulphur
157,20,93,Jowar,6.13,2502,55,21,Optimal,Low,Low,calcium_ammonium_nitrate_can,Aluminium Sulphate
97,15,157,Rice,7.45,2485,69,18,Low,Optimal,Low,urea,Balance Maintain
61,26,126,Chickpea,6.38,2974,62,23,Optimal,Optimal,Optimal,sulphate_of_potash_sop,Hydrated Lime
72,33,163,Garlic,8.01,2401,55,15,Low,Optimal,Low,ammonium_chloride,Elemental Sulphur
162,33,122,Garlic,6.05,3335,70,27,Optimal,Optimal,Low,ammonium_nitrate,Ferrous Sulphate
53,12,159,Groundnut,6.86,1295,73,16,Low,Low,Optimal,ammonium_chloride,Ferrous Sulphate
131,17,190,Chickpea,6.99,1594,58,17,Optimal,Optimal,Optimal,single_super_phosphate_ssp,Elemental Sulphur
62,35,165,Bajra,7.96,1360,78,15,Low,Low,Optimal,calcium_ammonium_nitrate_can,Ferrous Sulphate
80,10,121,Wheat,5.99,2664,62,19,Low,Optimal,Optimal,ammonium_nitrate,Aluminium Sulphate
54,23,177,Wheat,7.56,3455,75,28,Low,Low,Optimal,muriate_of_potash_mop,Quicklime
72,28,74,Groundnut,7.73,3112,64,15,Optimal,Optimal,Optimal,potassium_carbonate,Ammonium Sulphate
83,30,74,Ragi,6.22,1586,76,27,Optimal,Optimal,Low,ammonium_chloride,Dolomite
50,12,82,Cotton,7.19,3414,74,25,Optimal,Low,Optimal,monoammonium_phosphate_map,Agricultural Lime
160,34,164,Garlic,7.66,2295,71,20,Optimal,Optimal,Low,ammonium_chloride,Aluminium Sulphate
130,22,178,Jowar,6.3,1076,71,16,Optimal,Optimal,Optimal,ammonium_chloride,Balance Maintain
62,15,87,Onion,7.34,2216,78,25,Optimal,Low,Optimal,ammonium_chloride,Gypsum
77,26,97,Garlic,7.74,2525,70,21,Optimal,Low,Low,potassium_nitrate,Ammonium Sulphate
194,18,119,Wheat,6.65,2718,55,30,Optimal,Optimal,Low,urea_dap_mixture,Agricultural Lime
84,12,174,Moong,5.82,1952,51,19,Optimal,Low,Low,balanced_npk_maintenance,Gypsum
191,12,150,Maize,5.82,2595,59,30,Optimal,Low,Low,sulphate_of_potash_sop,Ferrous Sulphate
77,23,182,Ragi,7.71,1816,62,15,Optimal,Optimal,Optimal,diammonium_phosphate_dap,Wood Ash
111,27,148,Sugarcane,7.15,1266,58,19,Optimal,Optimal,Optimal,balanced_npk_maintenance,Hydrated Lime
160,20,152,Mustard,7.62,862,76,23,Optimal,Low,Optimal,urea_ammonium_nitrate_uan,Balance Maintain
147,12,73,Garlic,7.18,2834,74,28,Low,Optimal,Optimal,sulphate_of_potash_sop,Gypsum
43,25,78,Chickpea,6.61,1630,69,26,Low,Low,Low,triple_super_phosphate_tsp,Hydrated Lime
105,21,94,Onion,7.72,1359,78,29,Optimal,Optimal,Optimal,balanced_npk_maintenance,Aluminium Sulphate
184,35,72,Soybean,7.3,2377,61,26,Optimal,Low,Low,ammonium_nitrate,Gypsum
85,18,196,Garlic,8.15,2856,55,18,Optimal,Optimal,Optimal,ammonium_nitrate,Gypsum
164,21,126,Chickpea,6.48,1436,65,27,Low,Optimal,Low,urea,Quicklime
125,15,89,Bajra,6.05,1762,78,29,Optimal,Optimal,Optimal,urea_mop_mixture,Gypsum
192,30,92,Barley,6.23,2740,60,30,Low,Low,Low,ammonium_nitrate,Ammonium Sulphate
147,34,179,Ragi,6.55,1370,55,19,Optimal,Optimal,Optimal,calcium_ammonium_nitrate_can,Balance Maintain
119,22,190,Bajra,5.6,1201,62,17,Optimal,Low,Optimal,ammonium_chloride,Dolomite
101,12,64,Groundnut,6.86,919,72,19,Low,Optimal,Low,ammonium_sulphate,Ferrous Sulphate
85,29,146,Wheat,7.0,1510,76,21,Low,Optimal,Low,potassium_magnesium_sulphate,Wood Ash
178,11,170,Wheat,7.06,2900,76,27,Low,Optimal,Optimal,single_super_phosphate_ssp,Balance Maintain
105,12,178,Groundnut,7.37,893,69,24,Optimal,Low,Low,urea_mop_mixture,Agricultural Lime
158,22,112,Sugarcane,6.12,1988,57,25,Low,Optimal,Low,urea_dap_mixture,Aluminium Sulphate
63,24,72,Maize,7.51,1532,78,24,Low,Optimal,Low,ammonium_sulphate,Wood Ash
140,15,193,Soybean,6.07,2856,61,19,Optimal,Low,Low,dap_mop_mixture,Gypsum
121,32,154,Rice,6.54,3083,71,28,Low,Optimal,Optimal,urea_ammonium_nitrate_uan,Dolomite
182,25,93,Garlic,6.45,2848,68,16,Low,Optimal,Low,potassium_magnesium_sulphate,Elemental Sulphur
138,12,110,Garlic,7.39,3485,79,17,Low,Optimal,Optimal,ammonium_nitrate,Dolomite
84,30,85,Bajra,6.22,3119,64,19,Low,Optimal,Optimal,ammonium_nitrate,Gypsum
64,10,117,Rice,6.75,2792,79,22,Optimal,Low,Optimal,muriate_of_potash_mop,Wood Ash
127,34,68,Moong,6.45,2077,62,18,Low,Low,Low,ammonium_chloride,Gypsum
170,15,157,Wheat,6.32,2739,50,30,Optimal,Optimal,Low,potassium_nitrate,Balance Maintain
111,34,139,Moong,7.35,3001,52,15,Optimal,Low,Optimal,potassium_magnesium_sulphate,Dolomite
92,12,111,Onion,6.55,2106,56,20,Optimal,Optimal,Low,potassium_nitrate,Quicklime
54,31,169,Rice,6.19,2393,80,27,Low,Optimal,Optimal,urea_ammonium_nitrate_uan,Agricultural Lime
63,19,176,Garlic,6.16,3364,57,19,Optimal,Optimal,Low,muriate_of_potash_mop,Hydrated Lime
137,27,140,Barley,6.64,1035,70,22,Optimal,Optimal,Low,potassium_nitrate,Hydrated Lime
99,29,146,Onion,7.87,2016,57,28,Low,Optimal,Optimal,monoammonium_phosphate_map,Aluminium Sulphate
57,20,188,Moong,5.84,1058,51,15,Low,Low,Low,dap_mop_mixture,Dolomite
126,22,106,Onion,8.15,2959,69,24,Low,Low,Low,urea_ammonium_nitrate_uan,Elemental Sulphur
190,20,78,Soybean,7.73,1665,61,22,Low,Low,Low,calcium_ammonium_nitrate_can,Agricultural Lime
78,14,198,Bajra,6.71,1094,73,17,Optimal,Optimal,Low,sulphate_of_potash_sop,Ferrous Sulphate
69,24,60,Sugarcane,6.53,1017,64,23,Optimal,Low,Optimal,rock_phosphate,Ferrous Sulphate
114,25,147,Cotton,6.35,2647,66,25,Optimal,Optimal,Low,ammonium_nitrate,Hydrated Lime
137,15,165,Mustard,8.48,1333,73,24,Low,Optimal,Optimal,dap_mop_mixture,Balance Maintain
182,29,173,Moong,7.53,1544,61,17,Optimal,Low,Low,ammonium_nitrate,Ferrous Sulphate
44,21,112,Soybean,6.99,1195,50,25,Optimal,Optimal,Low,dap_mop_mixture,Quicklime
156,33,158,Soybean,6.19,1094,56,19,Low,Low,Optimal,urea_mop_mixture,Quicklime
91,28,68,Bajra,7.24,1780,70,30,Optimal,Low,Low,potassium_nitrate,Balance Maintain
84,23,115,Mustard,8.48,3223,62,29,Low,Optimal,Optimal,sulphate_of_potash_sop,Ammonium Sulphate
154,31,111,Jowar,6.71,2515,68,19,Low,Low,Low,sulphate_of_potash_sop,Elemental Sulphur
82,20,149,Garlic,7.49,1335,79,15,Optimal,Optimal,Optimal,diammonium_phosphate_dap,Quicklime
137,32,129,Wheat,7.57,1885,66,18,Low,Low,Low,calcium_ammonium_nitrate_can,Hydrated Lime
168,13,139,Groundnut,7.49,3148,73,25,Optimal,Low,Optimal,ammonium_nitrate,Quicklime
138,23,122,Barley,7.57,2269,61,16,Optimal,Optimal,Optimal,potassium_nitrate,Balance Maintain
196,15,78,Cotton,6.77,3069,69,16,Optimal,Low,Low,monoammonium_phosphate_map,Balance Maintain
137,21,60,Soybean,7.59,814,64,30,Optimal,Optimal,Low,rock_phosphate,Wood Ash
58,19,136,Soybean,7.21,1534,77,27,Optimal,Optimal,Optimal,urea_dap_mixture,Ammonium Sulphate
134,35,173,Bajra,5.94,1327,73,26,Low,Low,Low,triple_super_phosphate_tsp,Gypsum
152,31,152,Rice,8.39,3179,70,29,Low,Low,Optimal,monoammonium_phosphate_map,Aluminium Sulphate
195,32,195,Soybean,6.8,3047,52,17,Optimal,Low,Optimal,monoammonium_phosphate_map,Ammonium Sulphate
127,32,178,Barley,8.46,1837,53,24,Optimal,Optimal,Optimal,ammonium_sulphate,Balance Maintain
185,16,183,Groundnut,8.01,2832,71,15,Optimal,Low,Low,triple_super_phosphate_tsp,Ferrous Sulphate
58,15,106,Wheat,6.03,3045,53,19,Low,Optimal,Optimal,ammonium_nitrate,Quicklime
108,22,195,Onion,8.27,1426,64,19,Low,Low,Optimal,ammonium_nitrate,Agricultural Lime
175,18,107,Bajra,7.23,1043,51,23,Optimal,Low,Optimal,potassium_nitrate,Elemental Sulphur
71,33,122,Groundnut,8.32,1244,51,20,Optimal,Low,Optimal,triple_super_phosphate_tsp,Elemental Sulphur
156,13,123,Soybean,5.76,2293,66,26,Optimal,Optimal,Optimal,urea_dap_mixture,Balance Maintain
170,10,63,Mustard,7.39,1529,50,24,Optimal,Low,Optimal,ammonium_chloride,Ferrous Sulphate
159,25,159,Wheat,5.7,1900,59,23,Optimal,Low,Low,triple_super_phosphate_tsp,Agricultural Lime
68,12,134,Garlic,7.98,1625,77,15,Optimal,Low,Optimal,muriate_of_potash_mop,Ferrous Sulphate
145,10,148,Rice,6.83,1086,69,21,Low,Optimal,Optimal,rock_phosphate,Agricultural Lime
102,20,67,Jowar,5.52,3196,75,26,Low,Optimal,Optimal,potassium_magnesium_sulphate,Elemental Sulphur
48,33,145,Cotton,8.14,2363,79,25,Low,Optimal,Low,potassium_carbonate,Aluminium Sulphate
121,20,131,Moong,8.13,1685,71,29,Low,Optimal,Optimal,potassium_magnesium_sulphate,Ferrous Sulphate
127,25,181,Mustard,6.47,3099,69,30,Low,Optimal,Low,balanced_npk_maintenance,Hydrated Lime
98,13,116,Groundnut,7.1,1393,80,18,Optimal,Optimal,Low,dap_mop_mixture,Dolomite
105,26,107,Cotton,6.88,3268,58,23,Optimal,Optimal,Low,triple_super_phosphate_tsp,Agricultural Lime
153,20,102,Jowar,8.02,2846,75,17,Low,Optimal,Low,rock_phosphate,Quicklime
